@RELATION 'ALOI'

@ATTRIBUTE 'outlier' {'yes','no'}
@ATTRIBUTE 'att1' real
@ATTRIBUTE 'att2' real
@ATTRIBUTE 'att3' real
@ATTRIBUTE 'att4' real
@ATTRIBUTE 'att5' real
@ATTRIBUTE 'att6' real
@ATTRIBUTE 'att7' real
@ATTRIBUTE 'att8' real
@ATTRIBUTE 'att9' real
@ATTRIBUTE 'att10' real
@ATTRIBUTE 'att11' real
@ATTRIBUTE 'att12' real
@ATTRIBUTE 'att13' real
@ATTRIBUTE 'att14' real
@ATTRIBUTE 'att15' real
@ATTRIBUTE 'att16' real
@ATTRIBUTE 'att17' real
@ATTRIBUTE 'att18' real
@ATTRIBUTE 'att19' real
@ATTRIBUTE 'att20' real
@ATTRIBUTE 'att21' real
@ATTRIBUTE 'att22' real
@ATTRIBUTE 'att23' real
@ATTRIBUTE 'att24' real
@ATTRIBUTE 'att25' real
@ATTRIBUTE 'att26' real
@ATTRIBUTE 'att27' real
@ATTRIBUTE 'id' real

@DATA
'yes',0.8887690791377315,0.0,0.0,8.318865740740741E-4,2.712673611111111E-5,0.0,0.0,0.0,0.0,0.005671748408564815,2.712673611111111E-5,0.0,0.021321614583333332,0.06843849464699074,4.521122685185185E-6,0.0,6.510416666666666E-4,2.2605613425925925E-5,0.0,0.0,0.0,2.2605613425925925E-6,0.005115650318287037,9.04224537037037E-6,0.0,0.007430465133101852,0.0016773365162037037,35.0
'yes',0.9963198061342593,3.8429542824074075E-5,2.2605613425925925E-6,4.9732349537037034E-5,4.521122685185185E-6,0.0,0.0,0.0,0.0,0.0010895905671296296,5.8774594907407404E-5,2.2605613425925925E-6,0.001137062355324074,4.4080946180555556E-4,8.590133101851852E-5,6.781684027777777E-6,3.1647858796296295E-5,1.808449074074074E-5,0.0,0.0,2.2605613425925925E-6,1.808449074074074E-5,5.8774594907407404E-5,1.808449074074074E-5,1.1302806712962962E-5,2.803096064814815E-4,3.255208333333333E-4,36.0
'yes',0.5865772388599537,1.3563368055555555E-5,0.0,0.009498878761574073,1.5823929398148147E-5,0.0,0.0,0.0,0.0,0.040947808159722224,3.1647858796296295E-5,0.0,0.18767180266203703,0.013873064959490741,0.0,4.0690104166666664E-5,6.419994212962963E-4,0.0,0.0,0.0,0.0,0.04886655454282408,0.08903446903935185,2.2605613425925925E-6,6.103515625E-5,0.02247902199074074,2.44140625E-4,37.0
'yes',0.6015218098958334,2.2605613425925925E-6,0.0,0.009930645978009259,1.3563368055555555E-5,0.0,0.0,0.0,0.0,0.03479456018518518,4.521122685185185E-6,0.0,0.28830521195023145,0.006815592447916667,0.0,2.712673611111111E-5,6.035698784722222E-4,0.0,0.0,0.0,0.0,0.013683177806712963,0.02894196686921296,0.0,3.8429542824074075E-5,0.015109592013888888,2.0797164351851852E-4,38.0
'yes',0.7620600947627315,0.026563856336805556,0.0,2.1927445023148148E-4,0.004206904658564815,1.220703125E-4,0.0,0.0,0.0,0.0020729347511574073,5.583586516203704E-4,0.0,0.007778591579861111,0.01323558666087963,6.985134548611111E-4,2.4866174768518517E-5,4.3402777777777775E-4,6.487811053240741E-4,2.2605613425925925E-6,6.781684027777777E-6,0.0,0.001365379050925926,0.011106137876157407,2.667462384259259E-4,0.0011144567418981482,0.04725929542824074,0.12025508174189815,39.0
'yes',0.7807052047164352,0.01897967303240741,6.781684027777777E-6,6.329571759259259E-4,0.0020186812789351853,2.0345052083333332E-5,0.0,2.2605613425925925E-6,0.0,0.0028098777488425927,5.267107928240741E-4,0.0,0.012555157696759259,0.03809497974537037,3.662109375E-4,1.5823929398148147E-5,0.0017881040219907408,6.759078414351852E-4,0.0,0.0,0.0,7.256401909722222E-4,0.012968840422453705,1.0172526041666667E-4,2.780490451388889E-4,0.051886664496527776,0.07484040436921297,40.0
'yes',0.7825136537905093,0.021418818721064815,0.0,0.0018220124421296296,0.0029319480613425927,8.590133101851852E-5,0.0,0.0,4.521122685185185E-6,0.001308865017361111,6.668655960648148E-4,0.0,0.00858109085648148,0.06020779079861111,8.929217303240741E-4,9.946469907407407E-5,0.005255805121527778,0.004493995949074074,0.0,0.0,0.0,2.3283781828703704E-4,0.004403573495370371,9.720413773148148E-5,1.1528862847222222E-4,0.028727213541666668,0.0761402271412037,41.0
'yes',0.88531494140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008816189236111112,0.0,0.0,0.053007902922453706,8.364076967592593E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04521348741319445,8.997034143518518E-4,0.0,0.004713270399305556,0.0018107096354166667,1.4015480324074074E-4,42.0
'yes',0.8063942238136574,4.7471788194444445E-5,0.0,1.8310546875E-4,1.3563368055555555E-5,0.0,0.0,0.0,0.0,0.01022904007523148,1.808449074074074E-5,0.0,0.023787887008101853,0.02723298249421296,9.04224537037037E-6,0.0,2.803096064814815E-4,2.2605613425925925E-6,0.0,0.0,0.0,6.419994212962963E-4,0.014020001446759259,6.781684027777777E-6,2.4866174768518517E-5,0.03419777199074074,0.08291060836226852,43.0
'yes',0.7792313187210648,9.04224537037037E-6,0.0,2.3283781828703704E-4,3.390842013888889E-5,0.0,0.0,0.0,0.0,0.006980613425925926,4.521122685185185E-5,0.0,0.013337311921296295,0.009772406684027778,0.0,6.781684027777777E-6,2.3283781828703704E-4,0.0,4.521122685185185E-6,0.0,0.0,0.0012003580729166667,0.012143735532407407,1.3563368055555555E-5,2.9387297453703702E-5,0.04234483506944445,0.13438132957175927,44.0
'yes',0.7537502712673612,2.9387297453703702E-5,0.0,1.537181712962963E-4,1.3563368055555555E-5,0.0,0.0,0.0,0.0,0.008770978009259259,4.0690104166666664E-5,0.0,0.02067283347800926,0.012349446614583334,2.2605613425925925E-6,0.0,3.616898148148148E-5,0.0,0.0,0.0,0.0,0.001148365162037037,0.015437373408564815,6.781684027777777E-6,0.0,0.05225965711805555,0.13532850477430555,45.0
'yes',0.74609375,0.0,0.0,2.2605613425925925E-5,0.0,0.0,0.0,0.0,0.0,0.01538990162037037,4.521122685185185E-6,0.0,0.016667118778935185,4.99584056712963E-4,0.0,0.0,0.0,0.0,4.0690104166666664E-5,0.0,0.0,0.0166015625,0.012677228009259259,0.0,3.029152199074074E-4,0.09611906828703703,0.0955810546875,46.0
'yes',0.8129182038483797,3.390842013888889E-5,0.0,7.685908564814815E-5,9.04224537037037E-6,0.0,0.0,0.0,0.0,0.0074462890625,2.2605613425925925E-5,0.0,0.03171341507523148,0.021558973524305556,0.0,0.0,4.295066550925926E-5,0.0,0.0,0.0,0.0,0.0010082103587962963,0.01618335865162037,0.0,0.0,0.032002766927083336,0.07698341652199074,47.0
'yes',0.9421861436631944,0.0,0.0,4.521122685185185E-6,0.0,0.0,0.0,0.0,0.0,0.008976689091435185,0.0,0.0,0.011811433015046295,0.0014331958912037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015934696903935185,0.016823097511574073,0.0,2.2605613425925925E-6,0.002818919994212963,9.04224537037037E-6,48.0
'yes',0.9418493200231481,0.0,0.0,4.521122685185185E-6,0.0,0.0,0.0,0.0,0.0,0.00551124855324074,0.0,0.0,0.016065809461805556,9.358723958333334E-4,0.0,0.0,0.0,0.0,6.781684027777777E-6,0.0,0.0,0.01624665436921296,0.01710792824074074,0.0,2.2605613425925925E-6,0.0022289134837962963,4.0690104166666664E-5,49.0
'yes',0.9364239728009259,0.0,0.0,8.590133101851852E-5,0.0,0.0,0.0,0.0,0.0,0.014417860243055556,0.0,0.0,0.02045581958912037,0.002097800925925926,0.0,0.0,0.0,0.0,2.2605613425925925E-6,0.0,0.0,0.004469129774305556,0.015123155381944444,0.0,6.781684027777777E-6,0.006917317708333333,0.0,50.0
'yes',0.9394350405092593,0.0,0.0,1.808449074074074E-5,0.0,0.0,0.0,0.0,0.0,0.006465205439814815,0.0,0.0,0.016106499565972224,7.075557002314815E-4,0.0,0.0,0.0,0.0,1.808449074074074E-5,0.0,0.0,0.01872649016203704,0.016077112268518517,2.2605613425925925E-6,9.04224537037037E-6,0.0024097583912037037,2.4866174768518517E-5,51.0
'yes',0.9823563187210648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004426179108796296,0.0,0.0,0.004582157841435185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00471779152199074,0.0019734700520833335,0.0,0.0,0.0019440827546296296,0.0,52.0
'yes',0.9817391854745371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004430700231481482,0.0,0.0,0.004344798900462963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004772044994212963,0.001659252025462963,0.0,2.2605613425925925E-6,0.0030517578125,0.0,53.0
'yes',0.96038818359375,2.2605613425925925E-6,0.0,2.2605613425925925E-5,0.0,0.0,0.0,0.0,0.0,0.009279604311342593,2.2605613425925925E-5,0.0,0.007331000434027778,0.003456398292824074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04224537037037E-6,0.0020729347511574073,0.0,0.0,0.012372052228009259,0.005043312355324074,54.0
'yes',0.948486328125,0.0,0.0,9.494357638888889E-5,0.0,0.0,0.0,0.0,0.0,0.00262451171875,4.521122685185185E-6,0.0,0.004249855324074074,0.0017677589699074073,0.0,0.0,5.425347222222222E-5,0.0,0.0,0.0,0.0,4.7471788194444445E-5,0.002308033130787037,2.2605613425925925E-6,2.2605613425925925E-6,0.008029513888888888,0.032328287760416664,55.0
'yes',0.9504236291956019,0.0,0.0,1.0624638310185185E-4,0.0,0.0,0.0,0.0,0.0,3.1421802662037036E-4,2.0345052083333332E-5,0.0,7.459852430555555E-4,7.911964699074075E-4,0.0,2.2605613425925925E-6,9.720413773148148E-5,0.0,4.521122685185185E-6,0.0,0.0,1.7632378472222222E-4,0.002204047309027778,2.712673611111111E-5,2.2605613425925925E-6,0.004374186197916667,0.04071044921875,56.0
'yes',0.94940185546875,0.0,0.0,3.8429542824074075E-5,0.0,0.0,0.0,0.0,0.0,0.0012274848090277778,4.521122685185185E-6,0.0,0.0017225477430555555,3.436053240740741E-4,0.0,0.0,4.521122685185185E-6,0.0,9.313512731481482E-4,4.521122685185185E-6,0.0,0.0030314127604166665,0.006453902633101852,0.0,1.5823929398148147E-5,0.021999782986111112,0.014820240162037037,57.0
'yes',0.9312450267650463,0.0,0.0,5.199291087962963E-5,0.0,0.0,0.0,0.0,0.0,0.04115351924189815,1.1302806712962962E-5,0.0,0.012211552372685185,5.425347222222222E-4,0.0,0.0,1.808449074074074E-5,0.0,0.003506130642361111,6.103515625E-5,0.0,0.006596317997685185,0.0013518156828703704,2.2605613425925925E-6,0.0,8.296260127314815E-4,0.002418800636574074,58.0
'yes',0.9122879593460648,0.0,0.0,1.1754918981481481E-4,1.3563368055555555E-5,0.0,0.0,0.0,0.0,0.046323423032407406,9.04224537037037E-6,0.0,0.010005244502314815,7.301613136574075E-4,0.0,2.2605613425925925E-6,4.295066550925926E-5,2.2605613425925925E-6,0.00390625,9.04224537037037E-6,0.0,0.023421676070601853,0.0013834635416666667,6.781684027777777E-6,6.329571759259259E-5,0.0010285554108796296,6.465205439814815E-4,59.0
