@RELATION 'KDDCup99, without duplicates, with normalization, categorical attributes removed'

@ATTRIBUTE 'att1' real
@ATTRIBUTE 'att2' real
@ATTRIBUTE 'att3' real
@ATTRIBUTE 'att4' real
@ATTRIBUTE 'att5' real
@ATTRIBUTE 'att6' real
@ATTRIBUTE 'att7' real
@ATTRIBUTE 'att8' real
@ATTRIBUTE 'att9' real
@ATTRIBUTE 'att10' real
@ATTRIBUTE 'att11' real
@ATTRIBUTE 'att12' real
@ATTRIBUTE 'att13' real
@ATTRIBUTE 'att14' real
@ATTRIBUTE 'att15' real
@ATTRIBUTE 'att16' real
@ATTRIBUTE 'att17' real
@ATTRIBUTE 'att18' real
@ATTRIBUTE 'att19' real
@ATTRIBUTE 'att20' real
@ATTRIBUTE 'att21' real
@ATTRIBUTE 'att22' real
@ATTRIBUTE 'att23' real
@ATTRIBUTE 'att24' real
@ATTRIBUTE 'att25' real
@ATTRIBUTE 'att26' real
@ATTRIBUTE 'att27' real
@ATTRIBUTE 'att28' real
@ATTRIBUTE 'att29' real
@ATTRIBUTE 'att30' real
@ATTRIBUTE 'att31' real
@ATTRIBUTE 'att32' real
@ATTRIBUTE 'att33' real
@ATTRIBUTE 'att34' real
@ATTRIBUTE 'att35' real
@ATTRIBUTE 'att36' real
@ATTRIBUTE 'att37' real
@ATTRIBUTE 'att38' real
@ATTRIBUTE 'att39' real
@ATTRIBUTE 'att40' real
@ATTRIBUTE 'id' real
@ATTRIBUTE 'outlier' {'no','yes'}

@DATA
0.0,0.0,0.0,0.0,3.735098546204281E-5,1.3357218731087283E-4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025440313111545987,0.025440313111545987,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,'no'
0.0,0.0,0.0,0.0,3.957615055339856E-5,3.8053659118781035E-5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04500978473581213,0.04500978473581213,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,'no'
0.0,0.0,0.0,0.0,3.735098546204281E-5,7.335899841231678E-4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021526418786692758,0.021526418786692758,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,'no'
0.0,0.0,0.0,0.0,3.8622508371388955E-5,4.249325268263883E-4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0410958904109589,0.0410958904109589,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,'no'
0.0,0.0,0.0,0.0,3.750992582571108E-5,7.043770740925884E-4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060665362035225046,0.060665362035225046,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,'no'
0.0,0.0,0.0,0.0,3.766886618937935E-5,1.297283833594808E-4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08023483365949119,0.08023483365949119,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,'no'
0.0,0.0,0.0,0.0,3.8145687280384156E-5,1.27229910791076E-4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09980430528375733,0.09980430528375733,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,'no'
0.0,0.0,0.0,0.0,3.8145687280384156E-5,4.174371091211738E-4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11545988258317025,0.11545988258317025,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,'no'
0.0,0.0,0.0,0.0,5.00662145555042E-5,2.936666218863506E-4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007827788649706457,0.007827788649706457,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,'no'
0.0,0.0,0.0,0.0,4.974833382816766E-5,0.001034175453122024,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003913894324853229,0.003913894324853229,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00392156862745098,1.0,1.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,51.0,'no'
1.8365135626526602E-5,0.0,0.2365170641241136,0.0,1.618012902142961E-4,6.39993357906772E-5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019569471624266144,0.005870841487279843,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.00392156862745098,0.4392156862745098,1.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,53.0,'no'
1.8365135626526602E-5,0.0,0.2365170641241136,0.0,1.8198671640016605E-4,6.323057500039879E-5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019569471624266144,0.0019569471624266144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01568627450980392,0.6274509803921569,0.75,0.5,0.25,0.02,0.0,0.0,0.0,0.0,54.0,'no'
0.0,0.0,0.0,0.0,3.8781448735057224E-5,1.283830519764936E-4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0136986301369863,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14901960784313725,1.0,1.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,56.0,'no'
0.0,0.0,0.0,0.0,4.370860000877351E-5,1.0089985372404062E-4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003913894324853229,0.03131115459882583,0.0,0.0,0.0,0.0,1.0,0.0,0.19,0.00784313725490196,1.0,1.0,0.0,0.5,0.05,0.0,0.0,0.0,0.0,57.0,'no'
0.0,0.0,0.0,0.0,3.925826982606202E-5,4.977726117052671E-5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043052837573385516,0.050880626223091974,0.0,0.0,0.0,0.0,1.0,0.0,0.12,0.20784313725490197,1.0,1.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,58.0,'no'
0.0,0.0,0.0,0.0,3.894038909872549E-5,1.27229910791076E-4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060665362035225046,0.0684931506849315,0.0,0.0,0.0,0.0,1.0,0.0,0.09,0.24313725490196078,1.0,1.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,59.0,'no'
0.0,0.0,0.3411629487727108,0.0,1.405032814827483E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003913894324853229,0.003913894324853229,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.054901960784313725,0.15294117647058825,0.43,0.14,0.43,0.05,0.0,0.0,0.0,0.0,60.0,'no'
0.0,0.0,0.3411629487727108,0.0,1.3573507057270027E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019569471624266144,0.019569471624266144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09411764705882353,0.19215686274509805,0.67,0.08,0.67,0.04,0.0,0.0,0.0,0.0,61.0,'no'
0.0,1.0,0.6319169528782664,0.0,4.7682109100480195E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003913894324853229,0.003913894324853229,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.011764705882352941,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,63.0,'no'
0.0,0.484581722063957,0.25557823133283913,0.0,7.152316365072028E-6,2.114092173265613E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007827788649706457,0.01761252446183953,0.0,0.0,0.0,0.0,1.0,0.0,0.44,1.0,0.9647058823529412,0.96,0.01,0.0,0.0,0.0,0.0,0.0,0.0,67.0,'no'
1.8365135626526602E-5,0.0,0.2365170641241136,0.0,2.582780909609344E-4,7.245570448373965E-5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019569471624266144,0.003913894324853229,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.03137254901960784,0.6274509803921569,0.88,0.25,0.12,0.02,0.0,0.0,0.0,0.0,68.0,'no'
0.0,0.0,0.5616536638654172,0.0,1.929536014932765E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01761252446183953,0.0019569471624266144,0.0,0.0,0.0,0.0,0.11,0.56,0.0,0.09803921568627451,0.00392156862745098,0.04,0.4,0.76,0.0,0.0,0.0,0.0,0.0,69.0,'no'
0.0,0.0,0.0,0.0,4.752316873681192E-5,4.185902503065914E-4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003913894324853229,0.003913894324853229,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00784313725490196,0.9333333333333333,1.0,0.0,0.5,0.05,0.0,0.0,0.0,0.0,71.0,'no'
0.0,0.0,0.0,0.0,4.625164582746579E-5,1.9411209954529722E-4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023483365949119372,0.023483365949119372,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.047058823529411764,0.9333333333333333,1.0,0.0,0.08,0.05,0.0,0.0,0.0,0.0,72.0,'no'
0.0,0.0,0.3411629487727108,0.0,4.005297164440336E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003913894324853229,0.003913894324853229,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03529411764705882,0.14901960784313725,0.33,0.22,0.33,0.08,0.0,0.0,0.11,0.0,73.0,'no'
0.0,0.484581722063957,0.25557823133283913,0.0,6.834435637735494E-6,2.0564351139947327E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005870841487279843,0.009784735812133072,0.0,0.0,0.0,0.0,1.0,0.0,0.4,1.0,0.9333333333333333,0.93,0.01,0.0,0.0,0.0,0.0,0.0,0.0,74.0,'no'
